name,section
Salt,IH486
"Butter, for greasing cake pans",QE954
cake flour,EC693
baking powder,GZ346
salt,DD697
extra-large eggs,PN660
sugar,TF949
vanilla extract,WE344
pure lemon extract,CC072
unsalted butter,AL688
cream of tartar,HD153
finely chopped nuts,SB173
sweetened coconut flakes,DA168
confectioners’ sugar,BV934
unsweetened cocoa powder,GX986
salt,KE615
unsalted butter,GA719
margarine,FI490
dark corn syrup,AH197
vanilla extract,ZY051
heavy cream,MS404
fat asparagus stalks,AG901
"scaled, gutted whole sardines",UD417
Extra-virgin olive oil,QM594
Salt,DP730
"white and black sesame seeds, toasted",GV406
,XB865
"mild chiles, like pasilla",DE012
cloves garlic,DM006
mint,SG876
 cilantro,MP336
chives,ZA838
 tarragon ,YD092
assorted citrus segments,ZF214
olive oil,HK821
butter,QY523
chicken,VS049
Salt and freshly ground black pepper,XX620
medium carrot,NF965
large shallots,PM405
 piece of ginger,QI818
large shiitake mushrooms,RJ569
 small piece licorice stick,AG634
 amchur,BL500
baby carrots,NR987
white port or sweet white wine,NL540
rich chicken stock,AK278
Lemon juice to taste,KC045
cake flour,PP266
sugar,DO287
large egg whites,US534
cream of tartar,KR212
salt,EM214
vanilla extract,YJ768
chicken,KN341
yellow hominy,LD531
onion,EI636
red or green bell pepper,QP399
carrot,PL801
mushrooms,LC974
jalapeno peppers,QR960
ground cumin,OP102
oregano,AD416
freshly ground black pepper,QJ195
bay leaf,LW896
dry vermouth,NU213
cilantro,UG606
heavy cream,MR196
,WW987
sifted flour,FJ169
salt,FQ967
chilled lard,RT574
cold water,WT217
sugar,TA943
freshly grated nutmeg,PF850
cornstarch,UI157
chopped fresh rhubarb,BU453
stock,TK060
green olives,LH417
fresh rosemary,JP524
rabbit,NE356
strozzapreti,YI568
salt and pepper,IF351
Parmesan cheese,KO542
extra-virgin olive oil,CB086
rabbit,BC978
onion,ZG052
celery,IQ619
carrot,OI250
garlic,NI033
white wine,NO196
extra-virgin olive oil,GD752
rabbit carcass,SO981
small onion,CV668
ribs celery,YQ718
carrot,ON147
garlic,YW822
white wine,XA002
semolina flour,PF827
pinch of salt,RB544
warm water,UV649
chicken livers,EJ347
"salt, punk peppercorns",DL786
grapeseed oil,UF844
shallot,WL799
thyme,KI924
marjoram,OV957
zets of 1 lemon,PE344
cognac,VQ301
heavy cream,VF677
unsalted butter,XI506
bourbon,PZ284
unsalted butter,ZC886
simple syrup,MF913
Scrappy’s cardamom bitters,CI113
Angostura bitters,BS242
liquid smoke,KT239
brown-butter bourbon,GN785
orange twist,QC450
sugar,GA776
water,EM006
cinnamon,GL282
Neisson Blanc Rhum Agricole,LB184
fresh lime juice,FF033
burnt cinnamon simple syrup,BO064
cognac,MP665
Ardbeg whisky,JS563
Tempus Fugit crème de cacao,GY905
water,UR610
milk,RZ191
cream,UM130
egg white,MR530
Angostura bitters,NR286
vodka,SL028
84.6-proof Galliano,QJ068
water,OZ185
orange juice,GM890
lemon juice,WL777
salt,UG410
Candy Cap mushrooms,KP406
high-proof vodka,WV011
Old Forester bourbon,IV440
Fernet Branca,CA888
fresh lemon juice,PY577
mushroom tincture,LE661
Steen’s cane molasses syrup,UP519
Thai basil Leaves,ZB204
carrots,IN238
chanterelles,JX601
extra-virgin olive oil,GS593
chicken stock,UT377
onion,BD284
Italian sweet sausage,BO458
whole wheat or farro penne,HN447
Salt and ground black pepper,BM839
pitted black olives,XV877
minced parsley,NL851
Grana Padano,ZF946
unsalted butter,ND938
banana,HX187
bourbon,HW452
maple syrup,DA012
pecans,MJ170
all-purpose flour,HD539
finely ground cornmeal,PQ018
sugar,DO141
baking powder,PV057
fine sea salt ,RZ508
baking soda,GA820
sour cream,OZ001
whole milk,VP683
eggs,ZJ680
Yukon Gold potatoes,ZM706
Coarse salt,UB940
whole milk,FH044
active dry yeast,ZJ095
granulated sugar ,PR146
all-purpose flour,LU340
baking soda,VL115
baking powder,XP468
eggs,PZ361
sour cream ,DZ059
unsalted butter,SA697
Crème fraîche,OH708
smoked trout,MH772
trout roe,RB407
Lemon wedges,FB942
milk,DY609
unsalted butter,RO306
sugar,HT524
salt,JU258
active dry yeast,LI879
all-purpose flour,ZT916
whole wheat flour,AX635
eggs,AZ715
baking soda,VG944
lamb shoulder,CZ875
Salt and pepper,RA357
fennel seed,ER285
olive oil,KT020
onions,RW111
garlic,MG226
bay leaf,BV195
fresh thyme,OW711
tomato paste,PX856
all-purpose flour,KM026
white wine,NM009
chicken broth,TR960
fava beans in the pod,QY207
fennel,WN807
baby carrots,XV332
baby turnips,IS283
butter,GB370
scallions,WY853
lemon zest,ID852
parsley,HK280
unsalted butter,OH639
ripe banana,XY791
bourbon,AL234
maple syrup,CZ075
toasted chopped pecans,YS074
all-purpose flour,TW876
ground cornmeal,PH772
sugar,SJ982
baking powder,FD684
fine sea salt,SV095
baking soda,FM481
sour cream,VB518
whole milk,FH467
large eggs,IM428
coarse salt,RU765
whole milk,WM225
active dry yeast,ZD944
granulated sugar,VV700
all-purpose flour,RO650
baking soda,WR342
baking powder,UL522
large eggs,DV352
sour cream,FH825
unsalted butter,HE392
crème fraîche,UE345
smoked trout,ZR119
trout,RU153
lemond wedges,BR980
milk,AQ546
unsalted butter,FY188
sugar,WC537
salt,VU857
dry active yeast,KO898
all-purpose flour,KM882
whole wheat flour,AH983
eggs,HH786
baking soda,JW341
clementines,LY181
spray cooking oil,QK541
eggs,WJ787
sugar,XJ417
salt,JC314
almond flour,AV800
baking powder,WH274
powdered sugar,GJ743
bittersweet chocolate,JL613
butter,MA824
corn syrup,HZ527
sugar,YY252
clementines,AJ630
Dutch process cocoa powder,EN184
all-purpose flour,IH977
salt ,TX291
unsalted butter,KP403
granulated sugar,BR516
large eggs,FT122
Fernet Branca,DS059
unsalted butter,XS647
vegetable shortening,SO305
confectioners’ sugar,JG674
Fernet Branca,RB215
cognac,KZ583
lemon juice,HG830
egg white,IG857
sugar syrup,IF272
crème de peche,MH808
dry white wine,SR246
Italian purple eggplants,TJ656
kosher salt,KC173
ground meat,RH091
eggs,JJ391
fresh parsley,ND843
pecorino Romano,AU514
ground black pepper,XE609
bread crumbs,GA604
olive oil,JV497
yellow onion,DZ482
jarred tomato sauce,EY488
all-purpose flour,RM470
freshly grated Parmigiano-Reggiano,FP213
packed basil leaves,WE722
fresh mozzarella,NC233
mortadella,WX866
pitted prunes,LS396
red wine,SB947
vanilla bean,XQ487
cinnamon,CS533
orange zest,UF474
Chardonnay,GN457
 vanilla bean,LW937
 mild honey,EO921
cinnamon stick,NA778
 golden raisins or currants,BW985
dried apples,AZ774
Juice of 1 lemon,IS682
 firm but ripe bananas,WL376
 freshly grated nutmeg,FE423
 lightly toasted slivered almonds,UN184
Plain yogurt or whipped cream ,ZC457
not-too-robust red wine,ZE069
 mild honey,FK689
crème de cassis liqueur,QU781
vanilla bean,AF377
 cinnamon stick,PN482
dark or golden raisins,KW035
firm but ripe pears,YU738
Juice of 1/2 lemon,SU648
lightly toasted slivered almonds,LO965
pitted prunes,WO717
 red wine,MV413
mild honey,GS474
vanilla bean,IL013
cinnamon ,NU194
orange zest,KJ635
strips orange or lemon zest,MI508
water,IU852
mild honey,GA559
 vanilla extract,SS470
cinnamon stick,ML221
orange zest,IA060
 lemon zest,ND947
firm but ripe pear,SK357
apple,KE762
Whipped cream ,GP209
 blood oranges,CN065
ruby red grapefruit,LR321
sugar,JV398
 water,EE575
 agave nectar,ON517
port wine,MQ982
vanilla,AR824
pomegranate seeds,RW450
extra-firm tofu,JX139
peanut oil,TB390
ginger root,TA806
shallots,GM086
garlic,QV180
Thai chile,NZ431
cilantro stems,AW630
cremini mushrooms,VN842
sea salt,MT481
prepared red curry paste,DZ520
unsweetened coconut milk,FV343
Asian fish sauce,MJ716
lime,ZL511
snow peas,GR027
basil leaves,NX281
rice,IT085
,RB175
,LD312
Sugar cube,SF392
Angostura bitters,PR328
Ice,EJ729
whiskey,XT578
lemon twist,MS193
lemon wedge,HP097
Grapefruit wedge,FU744
Lemon twist,MG965
whiskey,RG537
cream cheese,RW767
extra-sharp Cheddar cheese,TS038
Monterey Jack cheese,PS559
mayonnaise,QA512
garlic powder,VI997
minced pimentos,BB185
grated onion,ZI462
Salt and pepper,AQ528
unsalted butter,VQ889
light brown sugar,LH553
light molasses,PO864
eggs,AD308
all-purpose flour,WK261
baking soda,MG605
ground ginger,SH034
cinnamon,RJ670
ground cloves,GE592
ground allspice,LX104
lemon brandy,PU040
buttermilk,ZG008
whole-leaf frozen spinach,IP063
butter,IO237
all-purpose flour,GK913
onion,KO094
garlic,MX723
evaporated milk,AD859
Black pepper,NM055
celery salt,PW779
Monterey Jack cheese,BB268
jalapeño pepper,UB486
bread crumbs,KK752
Dijon mustard,MJ777
garlic,FJ607
dried thyme,OR927
ground cinnamon,GW104
Salt and black pepper,NO463
fine dry unseasoned bread crumbs,TO921
chickens,OT903
sweet paprika,QE530
butter,HQ199
unsalted butter,MF726
whole-wheat flour,FD170
all-purpose flour,PO787
flaxseed meal,QG185
light brown sugar,ZA191
baking powder,GP136
cinnamon,KI359
ground cardamom,WT418
sea salt,DW789
egg,LH950
whole milk,YH947
heavy cream,VC046
fruit jam,KE062
yellow cornmeal,IB342
all-purpose flour,RD150
sugar,RY081
baking powder,CM211
salt,NK863
hot red pepper flakes,XP815
garlic,IR910
scallions,KL534
fresh ginger,HH593
corn or peanut oil,BF621
roasted sesame oil,GO182
hazelnuts,GF721
semisweet chocolate,PW577
unsalted butter,ON051
vanilla extract,PL612
nut oil,TK670
sweetened condensed milk,UF967
kosher salt,UR992
,QN189
,SY993
,FF747
crème fraîche,YK366
ice water,ET933
salt,NS314
,CL816
whole milk,DH087
cultured buttermilk,IC193
rennet solution,WZ597
salt,CC031
dry mustard,MD901
sweetish dark beer,EE931
prepared horseradish,EJ294
brown mustard seeds,EV274
,LF085
soy sauce,JT401
fish sauce,PD558
Korean chili powder,HJ440
,KK641
"garlic, minced",EQ025
"ginger, minced",KE523
carrot sticks,QK463
carrot sticks,EI667
lukewarm milk,OS939
dry yeast,WM968
sugar,TY774
egg,ZP827
sour cream,IH033
salt,VQ571
vanilla extract,UX350
orange,DI281
flour,KY702
raspberry jam,XU791
Vegetable oil,CE000
Confectioners' sugar,WN979
live vinegar,VQ076
maple syrup,MP364
dark rum,ZI301
water,QA943
organic lemons,OZ998
Kosher salt,LD494
black peppercorns,ME311
bay,NB854
peppercorns,ZN784
cloves,LH009
allspice berries,WD571
juniper berries,JK169
red pepper flakes,TV852
"nutmeg, freshly grated",HI953
kosher salt,SY407
 pink curing salt,QL421
pork belly,CC477
garlic,VX875
red wine,EI028
,FW581
red chili peppers,NX231
"garlic, large",ZV785
,CM233
fish sauce,XJ134
vinegar,ZO049
sugar,BZ553
organic tangerines or oranges,VR549
lemons or grapefruits,JM500
sugar,HU943
vanilla bean,KO302
,LR286
cinnamon stick,ZG579
rosé,CP122
vodka,PE664
dark rum,ZM769
confectioners’ sugar ,ML073
almond flour,QL464
natural unsweetened cocoa powder,JG406
fine salt ,UB659
egg whites,DD744
granulated sugar,WN468
bittersweet chocolate,GA110
matzo,KC401
unsalted butter,MA699
light brown sugar,IT588
ginger juice,DO611
fine sea salt,FS340
bittersweet chocolate,PJ895
candied ginger,EB113
extra-virgin olive oil,GL873
granulated sugar,WH747
hazelnut flour,WL772
quinoa flour,UG696
eggs,GD010
grated lemon zest,WD531
fresh lemon juice,QI738
fresh orange juice,CT910
salt,FW748
grouper,EL702
Salt and pepper ,LU926
cilantro,AH236
garlic,WB213
serrano chile,JW853
cumin seeds,CU247
coriander seeds,GP897
paprika,QZ389
olive oil,WA766
lime juice,FB454
butter,ZF134
onions,BA423
turmeric,WX407
cayenne,FK249
preserved lemon,DU513
green olives,FH943
barley,DP384
water,PC576
Salt,JN147
thick-stemmed asparagus,QQ051
extra- virgin olive oil,PS125
Freshly ground pepper to taste,UD676
chopped fresh herbs,IG485
fresh lemon juice,CE082
sherry vinegar,VS400
Salt to taste,SM434
lemon zest,NT977
small garlic clove,PM144
dry mustard,AF912
extra- virgin olive oil,DG681
Lemon wedges,KQ628
medium-size ,HX130
lemon,TL893
,FY766
Salt and freshly ground pepper,YV708
bulgur,JI267
Salt,NE148
water,QQ898
 fresh lemon juice,IO788
Garlic,BG131
Dijon mustard,DT712
extra- virgin olive oil,AN868
 finely chopped parsley,RR949
chopped chives or green onions,WF926
 finely chopped fresh mint,LQ230
chick peas,UY287
water,BL222
chopped dried fruit,CI112
chopped cilantro,GV943
chopped fresh mint,DY196
chopped fresh parsley,LM378
Salt to taste,KH869
red quinoa,KF629
lightly toasted pistachios,ZR295
lightly toasted almonds,GC968
chopped walnuts,DL551
lemon zest,NG567
fresh lemon juice,PG937
Salt to taste,PN900
small garlic clove,PK334
ground cinnamon,NV990
pomegranate molasses,HV998
extra- virgin olive oil,TZ993
 red rice,PR097
basmati ,TW158
water,OK940
Salt to taste,TJ616
chopped cilantro,BN383
 lightly toasted unsalted peanuts,YA310
 English peas,OU679
green onions,RJ977
serrano chiles,NP528
Romaine or leaf lettuce for the platter or plates,GT500
 avocado,OW512
Black sesame seeds for garnish ,QZ525
 minced ginger,KI403
 soy sauce,OT722
block of organic extra-firm tofu,TZ902
garlic clove,JU488
minced shallot,ZT266
cumin seeds,EX746
cayenne,BM129
honey or agave nectar,HH194
,VN835
 toasted peanut oil,SF781
 grapeseed,YI409
Chopped cilantro ,CF767
black rice,FX396
green lentils,RP955
water,BK623
Salt to taste,QZ133
garlic cloves,IE595
olive oil,VG076
freshly ground cumin seeds,LM848
freshly ground coriander seeds,NK686
 freshly ground cardamom seeds,MI274
Salt and freshly ground pepper to taste,NA995
" chopped fresh mint or parsley, or a combination",NI560
chopped cilantro,DF499
chopped fresh mint,ZB220
chopped dill,LC522
chopped chives or green onions,UZ658
soaked split red lentils,SB241
 fresh lemon juice ,QY024
 fresh lemon juice ,EU338
spinach,QX380
radishes,LX542
peanut oil,SM795
all-purpose flour,MB211
finely ground cornmeal,PW326
cornstarch,ST359
cayenne pepper,RK936
egg,BM129
buttermilk,PE946
Vidalia onions,BI471
Kosher salt,FA980
shrimp,OI577
eggs,GM080
olives,IQ499
minced onion,EN150
chopped parsley leaves,CM563
Worcestershire sauce,YF474
extra virgin olive oil,IA242
,MH005
mayonnaise,ZE012
Salt,RK208
broccoli rabe,XW873
olive oil,JO395
garlic cloves,HV599
Parmigiano-Reggiano,XG362
simple syrup,YO930
blackstrap rum,VY495
Campari,JY969
pineapple juice,FT588
fresh lime juice,SF893
Pineapple,CK322
fine sea salt,DG896
ground black pepper,ZU823
lemons,YJ341
American globe artichokes,BZ587
Olive oil,IH420
00 flour,HM495
all-purpose flour,IF613
fine sea salt,PT406
active dry yeast,AJ961
extra-virgin olive oil,HG056
pizza dough,KL817
tomato sauce,DR625
Extra-virgin olive oil,LZ485
fresh mozzarella,TV694
basil leaves,DU057
pizza dough,CN072
heavy cream,FK135
fresh mozzarella,JZ087
fresh taleggio,OD359
Ground black pepper,DR296
Parmesan,NT913
pizza dough,ZZ374
fresh mozzarella,OM950
Extra-virgin olive oil,HU412
Kosher salt,NK624
Parmesan,RX185
baby arugula,OK797
lemon,AG994
pork shoulder,TD512
garlic cloves,UR468
onion,MT261
fresh oregano leaves,LP621
ground cumin,HZ033
ancho chili powder,TG565
salt,QB819
ground black pepper,UJ256
olive oil,CY676
wine or cider vinegar,LC196
Lime wedge,LL802
olive oil,XX671
leek,CN031
Salt and pepper,ST625
quartered\tbutton mushrooms,MO533
chicken\tstock,KR177
medium carrot,HO259
boneless\tchicken thighs,HE913
fresh\tor\tfrozen\tpeas,QS310
chopped\tasparagus,SL188
cornstarch,PO510
flour,QN425
baking\tpowder,CY201
baking soda,QN333
chopped\tfresh\trosemary,KC305
zest of 1 lemon,PV527
"butter,cut\tinto bits",DL620
buttermilk,AX024
eggs,KV225
whole milk,JJ216
Salt,GM664
 stone-ground grits,QV504
grated Cheddar cheese,RQ240
black pepper,SV943
olive\toil,OH049
 large\tonion,WS255
 celery\tribs,AH689
green bell peppers,GN636
flour,IW119
cayenne,RV340
shrimp stock,VL396
lemon juice,NK348
chopped scallions,MV928
chopped parsley,MI675
roughly chopped shrimp,CH832
Salt,TT202
"spinach, trimmed",UG242
butter,AB554
garam masala\tor curry powder,YQ457
nutmeg,GE735
coconut milk,DE779
\t yogurt,ET261
brick\tfirm tofu,GH415
large\trusset\tpotato,PO901
olive\toil,PU078
 Black pepper,CU176
oranges,BM941
extra virgin olive oil,NO745
wine vinegar,IQ884
Salt and black pepper,VJ091
chicory or curly endive,ZH710
"kalamata or oil-cured olives, chopped",UY617
,JW463
leek,GB296
extra-virgin olive oil,RD349
kosher salt and black pepper,GB754
lemon juice,XT162
pomegranate molasses,GG562
carrots,HH642
quinoa,CS887
dried currants,NI015
fresh arugula,TK556
olive oil,RN642
garlic,LZ264
bread cubes,QR786
salt and pepper,IC198
Spanish chorizo,GW139
thin asparagus,LB133
green onions,CP516
eggs,GT130
pimentón,YC534
Italian parsley,NV285
extra virgin olive oil,ZY197
onion,RM612
carrot,AQ967
celery,RG124
garlic,HB603
thyme leaves,HE663
 black pepper,DQ609
"lentils, preferably French",RV589
chicken stock,ZG172
"whole wheat bread, crusts removed, diced",NS803
kielbasa,TE068
lat-leaf parsley leaves,OG224
Salt,SQ694
amontillado sherry,JF321
 Hass avocados,MB055
"small tomato, chopped",YI336
"small red onion, finely diced",IL865
chopped cilantro,JC394
" jalapeño, minced (seeded for a milder flavor)",DF775
 toasted cumin seeds,NZ756
"kosher salt, or to taste",WU382
freshly ground peppercorns,XK688
Juice of 2 limes,LX589
" large cabbage, cored and finely shredded (about 1 pound cabbage, which produces 5 cups shredded cabbage)",XY654
Salt to taste,FW892
fresh lemon juice,HS227
large ripe avocado,TH854
Freshly ground pepper (optional),IR191
"tomatillos, husked and quartered",YZ508
"poblano or Anaheim chiles, stemmed and quartered (cut in half lengthwise, pull out seeds and membranes, then cut halves in half crosswise)",VX032
"jalapeño or serrano chiles (to taste), stemmed and seeded if desired",QT214
"medium white or yellow onion, peeled and quartered",MU977
"2 garlic cloves, peeled",SG445
extra virgin olive oil,LS448
Salt to taste,GM998
chopped cilantro,ZJ017
ground toasted cumin,TH315
"large ripe avocado, halved and pitted",PL582
